# Z:/fernerkundung/work/jakob45/RikolaTestdata/Panel_specliball (PSR-3500_SN1456045_00005.sed:C2)
982.700012 5.046200
983.599976 5.035400
984.500000 5.023800
984.799988 5.023400
985.500000 5.022700
986.400024 5.033800
987.299988 5.026500
988.200012 5.028700
988.799988 5.027900
989.099976 5.027400
990.000000 5.021800
990.900024 4.994700
991.799988 4.998900
992.700012 4.991200
992.700012 4.991200
993.599976 5.008000
994.500000 4.978400
995.400024 4.982500
996.299988 4.987800
996.700012 4.985600
997.200012 4.988500
998.099976 4.999400
998.900024 5.003900
999.799988 5.009000
1000.700012 5.014100
1000.700012 5.014100
1001.599976 5.012000
1002.400024 5.010100
1003.299988 5.007900
1004.099976 5.006000
1004.599976 5.004800
1008.599976 5.002000
1012.500000 5.012600
1016.500000 5.015600
1020.400024 5.023600
1024.400024 5.014400
1028.300049 5.008600
1032.199951 5.009300
1036.199951 5.011000
1040.099976 5.017200
1044.099976 5.011200
1048.000000 5.014500
1051.900024 5.021800
1055.900024 5.023200
1059.800049 5.017300
1063.699951 5.022000
1067.599976 5.028400
1071.599976 5.028900
1075.500000 5.025000
1079.400024 5.019100
1083.300049 5.024900
1087.199951 5.033100
1091.199951 5.034800
1095.099976 5.032800
1099.000000 5.033600
1102.900024 5.031200
1106.800049 5.036300
1110.699951 5.046000
1114.599976 5.041700
1118.500000 5.037700
1122.400024 5.036400
1126.300049 5.039600
1130.199951 5.048900
1134.099976 5.047600
1138.000000 5.039600
1141.900024 5.042900
1145.800049 5.054400
1149.699951 5.054500
1153.500000 5.048800
1157.400024 5.057900
1161.300049 5.059300
1165.199951 5.051100
1169.099976 5.053800
1172.900024 5.054800
1176.800049 5.056800
1180.699951 5.061400
1184.599976 5.062900
1188.400024 5.067900
1192.300049 5.065800
1196.199951 5.057800
1200.000000 5.063300
1203.900024 5.072900
1207.699951 5.078600
1211.599976 5.073500
1215.500000 5.072700
1219.300049 5.084400
1223.199951 5.083500
1227.000000 5.074900
1230.900024 5.078800
1234.699951 5.074400
1238.500000 5.072400
1242.400024 5.072100
1246.199951 5.070800
1250.099976 5.074600
1253.900024 5.079100
1257.699951 5.084800
1261.599976 5.085900
1265.400024 5.087800
1269.199951 5.082500
1273.000000 5.083500
1276.900024 5.090500
1280.699951 5.092600
1284.500000 5.098700
1288.300049 5.107600
1292.099976 5.107200
1295.900024 5.108400
1299.699951 5.107600
1303.599976 5.100700
1307.400024 5.098400
1311.199951 5.103700
1315.000000 5.115600
1318.800049 5.118300
1322.599976 5.119800
1326.400024 5.128600
1330.099976 5.132400
1333.900024 5.120900
1337.699951 5.116900
1341.500000 5.131400
1345.300049 5.136000
1349.099976 5.129000
1352.900024 5.116700
1356.599976 5.113500
1360.400024 5.119000
1364.199951 5.121600
1368.000000 5.119800
1371.699951 5.120800
1375.500000 5.131700
1379.300049 5.131800
1383.000000 5.129900
1386.800049 5.138300
1390.500000 5.139000
1394.300049 5.139900
1398.000000 5.143500
1401.800049 5.141900
1405.500000 5.138000
1409.300049 5.141800
1413.000000 5.151600
1416.800049 5.146600
1420.500000 5.141900
1424.199951 5.149900
1428.000000 5.156700
1431.699951 5.158800
1435.400024 5.158000
1439.199951 5.160900
1442.900024 5.166800
1446.599976 5.169700
1450.300049 5.171700
1454.099976 5.168300
1457.800049 5.169000
1461.500000 5.173700
1465.199951 5.180500
1468.900024 5.184200
1472.599976 5.188000
1476.300049 5.193500
1480.000000 5.196500
1483.699951 5.209600
1487.400024 5.213300
1491.099976 5.206900
1494.800049 5.206000
1498.500000 5.211400
1502.199951 5.216300
1505.900024 5.213900
1509.500000 5.215700
1513.199951 5.219200
1516.900024 5.222400
1520.599976 5.215700
1524.300049 5.216900
1527.900024 5.217300
1531.599976 5.226600
1535.300049 5.235300
1538.900024 5.229000
1542.599976 5.233400
1546.199951 5.234600
1549.900024 5.238800
1553.500000 5.241600
1557.199951 5.238300
1560.800049 5.235800
1564.500000 5.241600
1568.099976 5.243000
1571.800049 5.241000
1575.400024 5.243900
1579.000000 5.240900
1582.699951 5.243800
1586.300049 5.246300
1589.900024 5.257300
1593.599976 5.260900
1597.199951 5.256000
1600.800049 5.260500
1604.400024 5.257300
1608.000000 5.263300
1611.599976 5.262000
1615.300049 5.262000
1618.900024 5.267400
1622.500000 5.270800
1626.099976 5.277500
1629.699951 5.276400
1633.300049 5.273400
1636.900024 5.273700
1640.400024 5.280500
1644.000000 5.287000
1647.599976 5.288100
1651.199951 5.295300
1654.800049 5.296500
1658.400024 5.297600
1661.900024 5.299500
1665.500000 5.299300
1669.099976 5.301800
1672.599976 5.305800
1676.199951 5.317000
1679.800049 5.319100
1683.300049 5.322600
1686.900024 5.323200
1690.400024 5.319500
1694.000000 5.325300
1697.500000 5.320700
1701.099976 5.307100
1704.599976 5.303100
1708.199951 5.309000
1711.699951 5.315700
1715.199951 5.311000
1718.800049 5.310000
1722.300049 5.323100
1725.800049 5.331700
1729.300049 5.337300
1732.900024 5.330100
1736.400024 5.319500
1739.900024 5.330900
1743.400024 5.335000
1746.900024 5.333300
1750.400024 5.341000
1753.900024 5.333300
1757.400024 5.334200
1760.900024 5.339400
1764.400024 5.344800
1767.900024 5.337800
1771.400024 5.335100
1774.900024 5.350600
1778.400024 5.353600
1781.800049 5.353800
1785.300049 5.352200
1788.800049 5.363000
1792.300049 5.369300
1795.699951 5.368800
1799.199951 5.390200
1802.699951 5.394700
1806.099976 5.393100
1809.599976 5.402700
1813.000000 5.399600
1816.500000 5.399500
1819.900024 5.401400
1823.400024 5.407500
1826.800049 5.417000
1830.300049 5.425900
1833.699951 5.415500
1837.099976 5.413600
1840.599976 5.430200
1844.000000 5.426700
1847.400024 5.418200
1850.800049 5.429600
1854.199951 5.431000
1857.699951 5.421800
1861.099976 5.429200
1864.500000 5.430400
1867.300049 5.426000
1867.900024 5.425100
1870.199951 5.429900
1871.300049 5.432100
1873.000000 5.422400
1874.699951 5.412800
1875.800049 5.404700
1878.099976 5.387900
1878.599976 5.384900
1881.400024 5.380100
1881.500000 5.380200
1884.199951 5.378400
1884.900024 5.381900
1887.000000 5.397000
1888.300049 5.395900
1889.900024 5.393200
1891.699951 5.382800
1892.699951 5.376700
1895.000000 5.367400
1895.500000 5.365400
1898.300049 5.358000
1898.400024 5.359400
1901.099976 5.396400
1901.800049 5.391200
1903.900024 5.375700
1905.199951 5.376000
1906.599976 5.376200
1909.400024 5.387300
1912.199951 5.358900
1915.000000 5.410200
1917.800049 5.386200
1920.599976 5.397800
1923.300049 5.399500
1926.099976 5.359800
1928.900024 5.353900
1931.699951 5.367200
1934.400024 5.370200
1937.199951 5.364200
1939.900024 5.385900
1942.699951 5.391500
1945.500000 5.391500
1948.199951 5.390700
1951.000000 5.383200
1953.699951 5.393500
1956.500000 5.417800
1959.199951 5.432600
1961.900024 5.414000
1964.699951 5.413400
1967.400024 5.423100
1970.099976 5.423700
1972.900024 5.460000
1975.599976 5.459700
1978.300049 5.441100
1981.099976 5.477100
1983.800049 5.454600
1986.500000 5.448000
1989.199951 5.513100
1991.900024 5.489000
1994.599976 5.452100
1997.300049 5.483700
2000.000000 5.503100
2002.699951 5.506200
2005.400024 5.493100
2008.099976 5.504400
2010.800049 5.529500
2013.500000 5.529700
2016.199951 5.516800
2018.900024 5.515400
2021.599976 5.528500
2024.300049 5.549200
2027.000000 5.563200
2029.599976 5.563100
2032.300049 5.544500
2035.000000 5.563500
2037.699951 5.592500
2040.300049 5.584900
2043.000000 5.590300
2045.599976 5.620200
2048.300049 5.610700
2051.000000 5.588400
2053.600098 5.618300
2056.300049 5.623100
2058.899902 5.620000
2061.600098 5.651800
2064.199951 5.664400
2066.899902 5.667000
2069.500000 5.679700
2072.100098 5.672800
2074.800049 5.680800
2077.399902 5.681300
2080.000000 5.663000
2082.600098 5.693400
2085.300049 5.726000
2087.899902 5.701500
2090.500000 5.707600
2093.100098 5.724200
2095.699951 5.704700
2098.399902 5.699400
2101.000000 5.703800
2103.600098 5.697900
2106.199951 5.739100
2108.800049 5.771200
2111.399902 5.741700
2114.000000 5.692900
2116.600098 5.718100
2119.100098 5.766400
2121.699951 5.762900
2124.300049 5.802000
2126.899902 5.781300
2129.500000 5.769100
2132.100098 5.781000
2134.600098 5.777000
2137.199951 5.756500
2139.800049 5.762800
2142.300049 5.737800
2144.899902 5.752800
2147.500000 5.778300
2150.000000 5.758400
2152.600098 5.697000
2155.100098 5.721200
2157.699951 5.742200
2160.199951 5.699100
2162.800049 5.706400
2165.300049 5.678300
2167.899902 5.666700
2170.399902 5.671700
2173.000000 5.652100
2175.500000 5.621000
2178.000000 5.638500
2180.500000 5.659200
2183.100098 5.644100
2185.600098 5.620800
2188.100098 5.607500
2190.600098 5.589300
2193.199951 5.588000
2195.699951 5.588200
2198.199951 5.567700
2200.699951 5.592100
2203.199951 5.580600
2205.699951 5.559600
2208.199951 5.603500
2210.699951 5.577400
2213.199951 5.530600
2215.699951 5.543300
2218.199951 5.561500
2220.699951 5.593800
2223.100098 5.587800
2225.600098 5.541000
2228.100098 5.543100
2230.600098 5.585900
2233.100098 5.536700
2235.500000 5.491700
2238.000000 5.560100
2240.500000 5.551800
2242.899902 5.527500
2245.399902 5.540500
2247.899902 5.571700
2250.300049 5.526700
2252.800049 5.514900
2255.199951 5.570000
2257.699951 5.564600
2260.100098 5.555400
2262.600098 5.544800
2265.000000 5.551200
2267.399902 5.575800
2269.899902 5.535500
2272.300049 5.493000
2274.699951 5.579900
2277.199951 5.605800
2279.600098 5.556000
2282.000000 5.562000
2284.399902 5.509500
2286.800049 5.524400
2289.300049 5.586900
2291.699951 5.565900
2294.100098 5.517200
2296.500000 5.519400
2298.899902 5.510800
2301.300049 5.497900
2303.699951 5.588600
2306.100098 5.579600
2308.500000 5.520700
2310.899902 5.590600
2313.300049 5.567900
2315.699951 5.539600
2318.000000 5.640600
2320.399902 5.662700
2322.800049 5.585900
2325.199951 5.633200
2327.600098 5.594400
2329.899902 5.585400
2332.300049 5.669400
2334.699951 5.693200
2337.000000 5.698100
2339.399902 5.653900
2341.699951 5.646700
2344.100098 5.652600
2346.399902 5.648200
2348.800049 5.649300
2351.100098 5.706200
2353.500000 5.786100
2355.800049 5.764300
2358.199951 5.706900
2360.500000 5.769300
2362.800049 5.777400
2365.199951 5.661400
2367.500000 5.690000
2369.800049 5.683400
2372.199951 5.672200
2374.500000 5.697600
2376.800049 5.725700
2379.100098 5.757600
2381.399902 5.811900
2383.699951 5.817500
2386.000000 5.800000
2388.300049 5.887800
2390.699951 5.737900
2393.000000 5.640000
2395.199951 5.695000
2397.500000 5.642300
2399.800049 5.710000
2402.100098 5.790900
2404.399902 5.678700
2406.699951 5.670400
2409.000000 5.937800
2411.300049 5.886600
2413.500000 5.702400
2415.800049 5.870500
2418.100098 5.886400
2420.399902 5.833000
2422.600098 5.866900
2424.899902 5.832700
2427.100098 5.753200
2429.399902 5.887000
2431.699951 5.985400
2433.899902 5.887600
2436.199951 5.963800
2438.399902 5.930300
2440.699951 5.646800
2442.899902 5.876300
2445.100098 6.013300
2447.399902 5.959000
2449.600098 5.805100
2451.800049 5.748800
2454.100098 6.011100
2456.300049 6.112200
2458.500000 5.924100
2460.699951 5.760900
2463.000000 5.880700
2465.199951 5.857900
2467.399902 5.755200
2469.600098 5.918000
2471.800049 5.977500
2474.000000 5.930900
2476.199951 5.902000
2478.399902 5.832100
2480.600098 5.890000
2482.800049 6.161200
2485.000000 6.051900
2487.199951 5.827100
2489.399902 6.054900
2491.600098 5.934800
2493.800049 5.563800
2495.899902 5.847300
2498.100098 6.166800
2500.300049 6.069100
2502.500000 5.721500
2504.600098 5.503900

